name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;171;0;171;3153;1015;3153;1015;0
header;178;156;178;208;1807;208;1807;156
A;981;225;981;249;1003;249;1003;225
B;982;898;982;924;1002;924;1002;898
C;974;1570;974;1601;996;1601;996;1570
A;265;1624;265;1632;271;1632;271;1624
D;976;2250;976;2276;998;2276;998;2250
A;255;2344;255;2370;269;2370;269;2344
A;315;2405;315;2405;315;2405;315;2405
B;517;2638;517;2656;529;2656;529;2638
C;431;2779;431;2797;446;2797;446;2779
B;323;2849;323;2868;355;2868;355;2849
