name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;297;0;558;3151;1511;3151;1534;0
header;227;183;227;217;1845;217;1845;183
A;351;144;351;147;355;147;355;144
A;1356;155;1356;157;1358;157;1358;155
A;1027;245;1027;272;1049;272;1049;245
A;1299;1163;1299;1205;1329;1205;1329;1163
C;1509;1163;1509;1206;1538;1206;1538;1163
B;738;1166;738;1209;769;1209;769;1166
B;1089;1166;1089;1208;1118;1208;1118;1166
C;1128;1166;1128;1209;1160;1209;1160;1166
C;1482;1390;1482;1435;1518;1435;1518;1390
A;1083;1391;1083;1435;1113;1435;1113;1391
B;1372;1391;1372;1434;1403;1434;1403;1391
B;1246;1392;1246;1434;1275;1434;1275;1392
C;763;1393;763;1437;793;1437;793;1393
A;929;1393;929;1436;943;1436;943;1393
B;1029;1651;1029;1678;1050;1678;1050;1651
C;1027;2293;1027;2324;1048;2324;1048;2293
B;739;2815;739;2834;754;2834;754;2815
